
1 threadCount:
C: 54.00%, D: 46.00% | Est. Population: 1024
C: 62.96%, D: 37.04% | Est. Population: 1024
C: 62.96%, D: 37.04% | Est. Population: 1024
C: 62.96%, D: 37.04% | Est. Population: 1024
C: 62.96%, D: 37.04% | Est. Population: 1024
C: 62.96%, D: 37.04% | Est. Population: 1024
C: 62.96%, D: 37.04% | Est. Population: 1024
C: 63.60%, D: 36.40% | Est. Population: 1024
C: 62.84%, D: 37.16% | Est. Population: 1024
C: 62.76%, D: 37.24% | Est. Population: 1024
C: 62.72%, D: 37.28% | Est. Population: 1024
C: 63.00%, D: 37.00% | Est. Population: 1024
C: 64.04%, D: 35.96% | Est. Population: 1024
C: 63.68%, D: 36.32% | Est. Population: 1024
C: 64.60%, D: 35.40% | Est. Population: 1024
C: 64.32%, D: 35.68% | Est. Population: 1024
C: 64.32%, D: 35.68% | Est. Population: 1024
C: 64.32%, D: 35.68% | Est. Population: 1024
C: 64.28%, D: 35.72% | Est. Population: 1024
C: 64.32%, D: 35.68% | Est. Population: 1024
C: 64.20%, D: 35.80% | Est. Population: 1024
C: 64.56%, D: 35.44% | Est. Population: 1024
C: 64.48%, D: 35.52% | Est. Population: 1024
C: 64.80%, D: 35.20% | Est. Population: 1024
C: 64.28%, D: 35.72% | Est. Population: 1024
C: 64.36%, D: 35.64% | Est. Population: 1024
C: 64.44%, D: 35.56% | Est. Population: 1024
C: 64.52%, D: 35.48% | Est. Population: 1024
C: 64.36%, D: 35.64% | Est. Population: 1024
C: 64.44%, D: 35.56% | Est. Population: 1024
C: 64.48%, D: 35.52% | Est. Population: 1024
C: 64.08%, D: 35.92% | Est. Population: 1024
C: 64.08%, D: 35.92% | Est. Population: 1024
C: 63.52%, D: 36.48% | Est. Population: 1024
C: 64.44%, D: 35.56% | Est. Population: 1024
C: 64.44%, D: 35.56% | Est. Population: 1024
C: 64.44%, D: 35.56% | Est. Population: 1024
C: 64.20%, D: 35.80% | Est. Population: 1024
C: 64.84%, D: 35.16% | Est. Population: 1024
C: 65.04%, D: 34.96% | Est. Population: 1024
C: 64.76%, D: 35.24% | Est. Population: 1024
C: 64.64%, D: 35.36% | Est. Population: 1024
C: 64.80%, D: 35.20% | Est. Population: 1024
C: 64.88%, D: 35.12% | Est. Population: 1024
C: 64.84%, D: 35.16% | Est. Population: 1024
C: 64.72%, D: 35.28% | Est. Population: 1024
C: 64.76%, D: 35.24% | Est. Population: 1024
C: 64.64%, D: 35.36% | Est. Population: 1024
C: 64.64%, D: 35.36% | Est. Population: 1024
C: 64.52%, D: 35.48% | Est. Population: 1024
C: 65.20%, D: 34.80% | Est. Population: 1024
C: 65.20%, D: 34.80% | Est. Population: 1024
C: 64.88%, D: 35.12% | Est. Population: 1024
C: 64.80%, D: 35.20% | Est. Population: 1024
C: 64.48%, D: 35.52% | Est. Population: 1024
C: 65.04%, D: 34.96% | Est. Population: 1024
C: 64.48%, D: 35.52% | Est. Population: 1024
C: 64.32%, D: 35.68% | Est. Population: 1024
C: 64.28%, D: 35.72% | Est. Population: 1024
C: 64.52%, D: 35.48% | Est. Population: 1024
C: 64.48%, D: 35.52% | Est. Population: 1024
C: 64.68%, D: 35.32% | Est. Population: 1024
C: 64.40%, D: 35.60% | Est. Population: 1024
C: 64.24%, D: 35.76% | Est. Population: 1024
C: 64.20%, D: 35.80% | Est. Population: 1024
C: 64.40%, D: 35.60% | Est. Population: 1024
C: 64.44%, D: 35.56% | Est. Population: 1024
C: 64.44%, D: 35.56% | Est. Population: 1024
C: 64.28%, D: 35.72% | Est. Population: 1024
C: 64.32%, D: 35.68% | Est. Population: 1024
C: 64.12%, D: 35.88% | Est. Population: 1024
C: 64.24%, D: 35.76% | Est. Population: 1024
C: 64.32%, D: 35.68% | Est. Population: 1024
C: 64.12%, D: 35.88% | Est. Population: 1024
C: 64.24%, D: 35.76% | Est. Population: 1024
C: 64.40%, D: 35.60% | Est. Population: 1024
C: 64.40%, D: 35.60% | Est. Population: 1024
C: 64.40%, D: 35.60% | Est. Population: 1024
C: 64.40%, D: 35.60% | Est. Population: 1024
C: 64.28%, D: 35.72% | Est. Population: 1024
C: 64.40%, D: 35.60% | Est. Population: 1024
C: 64.40%, D: 35.60% | Est. Population: 1024
C: 64.48%, D: 35.52% | Est. Population: 1024
C: 64.32%, D: 35.68% | Est. Population: 1024
C: 64.16%, D: 35.84% | Est. Population: 1024
C: 63.84%, D: 36.16% | Est. Population: 1024
C: 63.92%, D: 36.08% | Est. Population: 1024
C: 64.04%, D: 35.96% | Est. Population: 1024
C: 63.76%, D: 36.24% | Est. Population: 1024
C: 63.76%, D: 36.24% | Est. Population: 1024
C: 63.96%, D: 36.04% | Est. Population: 1024
C: 63.96%, D: 36.04% | Est. Population: 1024
C: 63.76%, D: 36.24% | Est. Population: 1024
C: 63.68%, D: 36.32% | Est. Population: 1024
C: 64.12%, D: 35.88% | Est. Population: 1024
C: 63.72%, D: 36.28% | Est. Population: 1024
C: 63.72%, D: 36.28% | Est. Population: 1024
C: 63.56%, D: 36.44% | Est. Population: 1024
C: 63.84%, D: 36.16% | Est. Population: 1024
C: 63.84%, D: 36.16% | Est. Population: 1024
C: 63.64%, D: 36.36% | Est. Population: 1024
C: 63.84%, D: 36.16% | Est. Population: 1024
C: 63.64%, D: 36.36% | Est. Population: 1024
C: 63.80%, D: 36.20% | Est. Population: 1024
C: 63.68%, D: 36.32% | Est. Population: 1024
C: 63.68%, D: 36.32% | Est. Population: 1024
C: 63.84%, D: 36.16% | Est. Population: 1024
C: 63.84%, D: 36.16% | Est. Population: 1024
C: 63.84%, D: 36.16% | Est. Population: 1024

64 threadCount:
C: 54.00%, D: 46.00% | Est. Population: 2048
C: 55.32%, D: 44.68% | Est. Population: 2048
C: 55.56%, D: 44.44% | Est. Population: 2048
C: 56.04%, D: 43.96% | Est. Population: 2048
C: 56.28%, D: 43.72% | Est. Population: 2048
C: 57.04%, D: 42.96% | Est. Population: 2048
C: 58.20%, D: 41.80% | Est. Population: 2048
C: 59.20%, D: 40.80% | Est. Population: 2048
C: 59.92%, D: 40.08% | Est. Population: 2048
C: 59.92%, D: 40.08% | Est. Population: 2048
C: 59.92%, D: 40.08% | Est. Population: 2048
C: 60.00%, D: 40.00% | Est. Population: 2048
C: 60.76%, D: 39.24% | Est. Population: 2048
C: 61.40%, D: 38.60% | Est. Population: 2048
C: 60.84%, D: 39.16% | Est. Population: 2048
C: 60.84%, D: 39.16% | Est. Population: 2048
C: 61.56%, D: 38.44% | Est. Population: 2048
C: 61.56%, D: 38.44% | Est. Population: 2048
C: 62.32%, D: 37.68% | Est. Population: 2048
C: 61.40%, D: 38.60% | Est. Population: 2048
C: 62.32%, D: 37.68% | Est. Population: 2048
C: 62.20%, D: 37.80% | Est. Population: 2048
C: 62.24%, D: 37.76% | Est. Population: 2048
C: 62.24%, D: 37.76% | Est. Population: 2048
C: 61.44%, D: 38.56% | Est. Population: 2048
C: 63.52%, D: 36.48% | Est. Population: 2048
C: 63.56%, D: 36.44% | Est. Population: 2048
C: 63.56%, D: 36.44% | Est. Population: 2048
C: 63.60%, D: 36.40% | Est. Population: 2048
C: 63.68%, D: 36.32% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 64.20%, D: 35.80% | Est. Population: 2048
C: 64.56%, D: 35.44% | Est. Population: 2048
C: 63.72%, D: 36.28% | Est. Population: 2048
C: 63.84%, D: 36.16% | Est. Population: 2048
C: 63.84%, D: 36.16% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.12%, D: 35.88% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 64.08%, D: 35.92% | Est. Population: 2048
C: 64.20%, D: 35.80% | Est. Population: 2048
C: 64.48%, D: 35.52% | Est. Population: 2048
C: 64.48%, D: 35.52% | Est. Population: 2048
C: 64.76%, D: 35.24% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.96%, D: 35.04% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.96%, D: 35.04% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.76%, D: 35.24% | Est. Population: 2048
C: 64.96%, D: 35.04% | Est. Population: 2048
C: 65.08%, D: 34.92% | Est. Population: 2048
C: 64.92%, D: 35.08% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.16%, D: 35.84% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.88%, D: 35.12% | Est. Population: 2048
C: 64.92%, D: 35.08% | Est. Population: 2048
C: 65.24%, D: 34.76% | Est. Population: 2048
C: 65.36%, D: 34.64% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.48%, D: 34.52% | Est. Population: 2048
C: 65.28%, D: 34.72% | Est. Population: 2048
C: 65.48%, D: 34.52% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.88%, D: 35.12% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.12%, D: 34.88% | Est. Population: 2048
C: 64.96%, D: 35.04% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 64.96%, D: 35.04% | Est. Population: 2048
C: 65.12%, D: 34.88% | Est. Population: 2048
C: 65.04%, D: 34.96% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.56%, D: 35.44% | Est. Population: 2048
C: 64.76%, D: 35.24% | Est. Population: 2048
C: 64.76%, D: 35.24% | Est. Population: 2048
C: 64.84%, D: 35.16% | Est. Population: 2048
C: 64.88%, D: 35.12% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.24%, D: 35.76% | Est. Population: 2048
C: 64.24%, D: 35.76% | Est. Population: 2048
C: 64.28%, D: 35.72% | Est. Population: 2048
C: 64.24%, D: 35.76% | Est. Population: 2048
C: 64.20%, D: 35.80% | Est. Population: 2048
C: 64.28%, D: 35.72% | Est. Population: 2048
C: 64.12%, D: 35.88% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 63.52%, D: 36.48% | Est. Population: 2048
C: 63.88%, D: 36.12% | Est. Population: 2048
C: 63.88%, D: 36.12% | Est. Population: 2048
C: 63.96%, D: 36.04% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 63.92%, D: 36.08% | Est. Population: 2048
C: 63.52%, D: 36.48% | Est. Population: 2048
C: 63.64%, D: 36.36% | Est. Population: 2048
C: 63.76%, D: 36.24% | Est. Population: 2048
C: 63.68%, D: 36.32% | Est. Population: 2048
C: 63.88%, D: 36.12% | Est. Population: 2048
C: 63.76%, D: 36.24% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048

128 threadCount:
C: 54.00%, D: 46.00% | Est. Population: 1024
C: 54.04%, D: 45.96% | Est. Population: 1024
C: 55.60%, D: 44.40% | Est. Population: 1024
C: 56.08%, D: 43.92% | Est. Population: 1024
C: 57.08%, D: 42.92% | Est. Population: 1024
C: 57.08%, D: 42.92% | Est. Population: 1024
C: 57.08%, D: 42.92% | Est. Population: 1024
C: 58.28%, D: 41.72% | Est. Population: 1024
C: 57.80%, D: 42.20% | Est. Population: 1024
C: 58.76%, D: 41.24% | Est. Population: 1024
C: 59.72%, D: 40.28% | Est. Population: 1024
C: 59.76%, D: 40.24% | Est. Population: 1024
C: 59.76%, D: 40.24% | Est. Population: 1024
C: 60.28%, D: 39.72% | Est. Population: 1024
C: 61.32%, D: 38.68% | Est. Population: 1024
C: 61.32%, D: 38.68% | Est. Population: 1024
C: 61.08%, D: 38.92% | Est. Population: 1024
C: 62.00%, D: 38.00% | Est. Population: 1024
C: 61.92%, D: 38.08% | Est. Population: 1024
C: 61.92%, D: 38.08% | Est. Population: 1024
C: 62.08%, D: 37.92% | Est. Population: 1024
C: 61.92%, D: 38.08% | Est. Population: 1024
C: 62.28%, D: 37.72% | Est. Population: 1024
C: 62.08%, D: 37.92% | Est. Population: 1024
C: 62.52%, D: 37.48% | Est. Population: 1024
C: 62.28%, D: 37.72% | Est. Population: 1024
C: 62.60%, D: 37.40% | Est. Population: 1024
C: 62.88%, D: 37.12% | Est. Population: 1024
C: 62.84%, D: 37.16% | Est. Population: 1024
C: 62.88%, D: 37.12% | Est. Population: 1024
C: 62.76%, D: 37.24% | Est. Population: 1024
C: 63.32%, D: 36.68% | Est. Population: 1024
C: 63.28%, D: 36.72% | Est. Population: 1024
C: 63.28%, D: 36.72% | Est. Population: 1024
C: 63.28%, D: 36.72% | Est. Population: 1024
C: 63.84%, D: 36.16% | Est. Population: 1024
C: 63.80%, D: 36.20% | Est. Population: 1024
C: 63.80%, D: 36.20% | Est. Population: 1024
C: 63.60%, D: 36.40% | Est. Population: 1024
C: 63.56%, D: 36.44% | Est. Population: 1024
C: 63.60%, D: 36.40% | Est. Population: 1024
C: 63.68%, D: 36.32% | Est. Population: 1024
C: 63.60%, D: 36.40% | Est. Population: 1024
C: 63.76%, D: 36.24% | Est. Population: 1024
C: 63.76%, D: 36.24% | Est. Population: 1024
C: 63.76%, D: 36.24% | Est. Population: 1024
C: 63.76%, D: 36.24% | Est. Population: 1024
C: 63.76%, D: 36.24% | Est. Population: 1024
C: 63.76%, D: 36.24% | Est. Population: 1024
C: 63.76%, D: 36.24% | Est. Population: 1024
C: 63.76%, D: 36.24% | Est. Population: 1024
C: 63.76%, D: 36.24% | Est. Population: 1024
C: 63.76%, D: 36.24% | Est. Population: 1024
C: 63.76%, D: 36.24% | Est. Population: 1024
C: 64.20%, D: 35.80% | Est. Population: 1024
C: 64.16%, D: 35.84% | Est. Population: 1024
C: 64.40%, D: 35.60% | Est. Population: 1024
C: 64.28%, D: 35.72% | Est. Population: 1024
C: 64.48%, D: 35.52% | Est. Population: 1024
C: 64.60%, D: 35.40% | Est. Population: 1024
C: 64.76%, D: 35.24% | Est. Population: 1024
C: 64.92%, D: 35.08% | Est. Population: 1024
C: 64.92%, D: 35.08% | Est. Population: 1024
C: 64.92%, D: 35.08% | Est. Population: 1024
C: 64.92%, D: 35.08% | Est. Population: 1024
C: 64.92%, D: 35.08% | Est. Population: 1024
C: 65.00%, D: 35.00% | Est. Population: 1024
C: 64.76%, D: 35.24% | Est. Population: 1024
C: 65.00%, D: 35.00% | Est. Population: 1024
C: 64.64%, D: 35.36% | Est. Population: 1024
C: 64.60%, D: 35.40% | Est. Population: 1024
C: 64.84%, D: 35.16% | Est. Population: 1024
C: 64.84%, D: 35.16% | Est. Population: 1024
C: 64.92%, D: 35.08% | Est. Population: 1024
C: 64.84%, D: 35.16% | Est. Population: 1024
C: 64.84%, D: 35.16% | Est. Population: 1024
C: 64.84%, D: 35.16% | Est. Population: 1024
C: 64.92%, D: 35.08% | Est. Population: 1024
C: 64.64%, D: 35.36% | Est. Population: 1024
C: 64.88%, D: 35.12% | Est. Population: 1024
C: 64.88%, D: 35.12% | Est. Population: 1024
C: 64.96%, D: 35.04% | Est. Population: 1024
C: 64.96%, D: 35.04% | Est. Population: 1024
C: 64.24%, D: 35.76% | Est. Population: 1024
C: 64.32%, D: 35.68% | Est. Population: 1024
C: 64.28%, D: 35.72% | Est. Population: 1024
C: 64.32%, D: 35.68% | Est. Population: 1024
C: 64.08%, D: 35.92% | Est. Population: 1024
C: 64.08%, D: 35.92% | Est. Population: 1024
C: 64.08%, D: 35.92% | Est. Population: 1024
C: 64.48%, D: 35.52% | Est. Population: 1024
C: 64.48%, D: 35.52% | Est. Population: 1024
C: 64.96%, D: 35.04% | Est. Population: 1024
C: 64.80%, D: 35.20% | Est. Population: 1024
C: 64.96%, D: 35.04% | Est. Population: 1024
C: 64.96%, D: 35.04% | Est. Population: 1024
C: 65.08%, D: 34.92% | Est. Population: 1024
C: 65.08%, D: 34.92% | Est. Population: 1024
C: 65.08%, D: 34.92% | Est. Population: 1024
C: 65.08%, D: 34.92% | Est. Population: 1024
C: 65.08%, D: 34.92% | Est. Population: 1024
C: 65.08%, D: 34.92% | Est. Population: 1024
C: 65.08%, D: 34.92% | Est. Population: 1024
C: 65.08%, D: 34.92% | Est. Population: 1024
C: 64.68%, D: 35.32% | Est. Population: 1024
C: 64.56%, D: 35.44% | Est. Population: 1024
C: 64.56%, D: 35.44% | Est. Population: 1024
C: 64.56%, D: 35.44% | Est. Population: 1024
C: 64.32%, D: 35.68% | Est. Population: 1024
C: 64.32%, D: 35.68% | Est. Population: 1024
C: 64.48%, D: 35.52% | Est. Population: 1024
C: 64.52%, D: 35.48% | Est. Population: 1024
C: 64.08%, D: 35.92% | Est. Population: 1024
C: 64.08%, D: 35.92% | Est. Population: 1024
C: 64.08%, D: 35.92% | Est. Population: 1024
C: 64.08%, D: 35.92% | Est. Population: 1024
C: 64.08%, D: 35.92% | Est. Population: 1024
C: 64.08%, D: 35.92% | Est. Population: 1024
C: 64.08%, D: 35.92% | Est. Population: 1024
C: 64.08%, D: 35.92% | Est. Population: 1024
C: 63.88%, D: 36.12% | Est. Population: 1024
C: 64.12%, D: 35.88% | Est. Population: 1024
C: 64.20%, D: 35.80% | Est. Population: 1024
C: 64.24%, D: 35.76% | Est. Population: 1024
C: 64.12%, D: 35.88% | Est. Population: 1024
C: 64.12%, D: 35.88% | Est. Population: 1024
C: 63.88%, D: 36.12% | Est. Population: 1024
C: 64.08%, D: 35.92% | Est. Population: 1024

Timings results:
1 Threads | 50 ms
2 Threads | 16 ms
4 Threads | 13 ms
8 Threads | 8 ms
16 Threads | 9 ms
32 Threads | 15 ms
64 Threads | 8 ms
128 Threads | 25 ms
