
1 threadCount:
C: 54.04%, D: 45.96% | Est. Population: 8192
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 63.64%, D: 36.36% | Est. Population: 2048
C: 63.64%, D: 36.36% | Est. Population: 2048
C: 63.64%, D: 36.36% | Est. Population: 2048
C: 63.64%, D: 36.36% | Est. Population: 2048
C: 63.60%, D: 36.40% | Est. Population: 2048
C: 63.60%, D: 36.40% | Est. Population: 2048
C: 63.60%, D: 36.40% | Est. Population: 2048
C: 63.84%, D: 36.16% | Est. Population: 2048
C: 64.16%, D: 35.84% | Est. Population: 2048
C: 63.96%, D: 36.04% | Est. Population: 2048
C: 63.64%, D: 36.36% | Est. Population: 2048
C: 63.68%, D: 36.32% | Est. Population: 2048
C: 63.52%, D: 36.48% | Est. Population: 2048
C: 63.76%, D: 36.24% | Est. Population: 2048
C: 63.76%, D: 36.24% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 63.60%, D: 36.40% | Est. Population: 2048
C: 63.88%, D: 36.12% | Est. Population: 2048
C: 63.88%, D: 36.12% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 63.88%, D: 36.12% | Est. Population: 2048
C: 64.36%, D: 35.64% | Est. Population: 2048
C: 64.08%, D: 35.92% | Est. Population: 2048
C: 64.08%, D: 35.92% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 63.96%, D: 36.04% | Est. Population: 2048
C: 64.40%, D: 35.60% | Est. Population: 2048
C: 64.12%, D: 35.88% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.40%, D: 35.60% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.48%, D: 35.52% | Est. Population: 2048
C: 64.08%, D: 35.92% | Est. Population: 2048
C: 63.96%, D: 36.04% | Est. Population: 2048
C: 63.96%, D: 36.04% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.16%, D: 35.84% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.40%, D: 35.60% | Est. Population: 2048
C: 64.56%, D: 35.44% | Est. Population: 2048
C: 64.04%, D: 35.96% | Est. Population: 2048
C: 64.08%, D: 35.92% | Est. Population: 2048
C: 64.04%, D: 35.96% | Est. Population: 2048
C: 63.84%, D: 36.16% | Est. Population: 2048
C: 64.36%, D: 35.64% | Est. Population: 2048
C: 63.92%, D: 36.08% | Est. Population: 2048
C: 64.28%, D: 35.72% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 64.36%, D: 35.64% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.56%, D: 35.44% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.56%, D: 35.44% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.04%, D: 35.96% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 63.52%, D: 36.48% | Est. Population: 2048
C: 64.24%, D: 35.76% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.48%, D: 35.52% | Est. Population: 2048
C: 64.48%, D: 35.52% | Est. Population: 2048
C: 64.48%, D: 35.52% | Est. Population: 2048
C: 64.48%, D: 35.52% | Est. Population: 2048
C: 64.48%, D: 35.52% | Est. Population: 2048
C: 64.48%, D: 35.52% | Est. Population: 2048
C: 64.48%, D: 35.52% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 63.96%, D: 36.04% | Est. Population: 2048
C: 64.40%, D: 35.60% | Est. Population: 2048
C: 64.40%, D: 35.60% | Est. Population: 2048
C: 64.04%, D: 35.96% | Est. Population: 2048
C: 64.40%, D: 35.60% | Est. Population: 2048
C: 64.40%, D: 35.60% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.16%, D: 35.84% | Est. Population: 2048
C: 64.80%, D: 35.20% | Est. Population: 2048
C: 64.56%, D: 35.44% | Est. Population: 2048
C: 64.12%, D: 35.88% | Est. Population: 2048
C: 64.56%, D: 35.44% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.84%, D: 35.16% | Est. Population: 2048
C: 64.88%, D: 35.12% | Est. Population: 2048
C: 64.56%, D: 35.44% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.92%, D: 35.08% | Est. Population: 2048
C: 64.92%, D: 35.08% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.24%, D: 34.76% | Est. Population: 2048

64 threadCount:
C: 54.00%, D: 46.00% | Est. Population: 4096
C: 54.08%, D: 45.92% | Est. Population: 4096
C: 55.52%, D: 44.48% | Est. Population: 4096
C: 57.48%, D: 42.52% | Est. Population: 4096
C: 58.20%, D: 41.80% | Est. Population: 4096
C: 58.88%, D: 41.12% | Est. Population: 4096
C: 59.04%, D: 40.96% | Est. Population: 4096
C: 60.28%, D: 39.72% | Est. Population: 4096
C: 60.60%, D: 39.40% | Est. Population: 4096
C: 60.80%, D: 39.20% | Est. Population: 4096
C: 60.80%, D: 39.20% | Est. Population: 4096
C: 61.64%, D: 38.36% | Est. Population: 4096
C: 61.60%, D: 38.40% | Est. Population: 4096
C: 62.84%, D: 37.16% | Est. Population: 4096
C: 62.56%, D: 37.44% | Est. Population: 4096
C: 62.76%, D: 37.24% | Est. Population: 4096
C: 63.00%, D: 37.00% | Est. Population: 4096
C: 63.20%, D: 36.80% | Est. Population: 4096
C: 63.20%, D: 36.80% | Est. Population: 4096
C: 62.92%, D: 37.08% | Est. Population: 4096
C: 62.76%, D: 37.24% | Est. Population: 4096
C: 62.84%, D: 37.16% | Est. Population: 4096
C: 63.08%, D: 36.92% | Est. Population: 4096
C: 63.44%, D: 36.56% | Est. Population: 4096
C: 63.44%, D: 36.56% | Est. Population: 4096
C: 63.80%, D: 36.20% | Est. Population: 4096
C: 63.92%, D: 36.08% | Est. Population: 4096
C: 63.84%, D: 36.16% | Est. Population: 4096
C: 63.44%, D: 36.56% | Est. Population: 4096
C: 63.56%, D: 36.44% | Est. Population: 4096
C: 63.40%, D: 36.60% | Est. Population: 4096
C: 63.32%, D: 36.68% | Est. Population: 4096
C: 63.24%, D: 36.76% | Est. Population: 4096
C: 63.24%, D: 36.76% | Est. Population: 4096
C: 63.08%, D: 36.92% | Est. Population: 4096
C: 63.24%, D: 36.76% | Est. Population: 4096
C: 63.80%, D: 36.20% | Est. Population: 4096
C: 63.84%, D: 36.16% | Est. Population: 4096
C: 63.84%, D: 36.16% | Est. Population: 4096
C: 63.84%, D: 36.16% | Est. Population: 4096
C: 63.84%, D: 36.16% | Est. Population: 4096
C: 63.84%, D: 36.16% | Est. Population: 4096
C: 63.96%, D: 36.04% | Est. Population: 4096
C: 63.88%, D: 36.12% | Est. Population: 4096
C: 63.56%, D: 36.44% | Est. Population: 4096
C: 63.56%, D: 36.44% | Est. Population: 4096
C: 63.64%, D: 36.36% | Est. Population: 4096
C: 63.56%, D: 36.44% | Est. Population: 4096
C: 63.72%, D: 36.28% | Est. Population: 4096
C: 63.60%, D: 36.40% | Est. Population: 4096
C: 63.84%, D: 36.16% | Est. Population: 4096
C: 63.76%, D: 36.24% | Est. Population: 4096
C: 64.36%, D: 35.64% | Est. Population: 4096
C: 64.44%, D: 35.56% | Est. Population: 4096
C: 64.44%, D: 35.56% | Est. Population: 4096
C: 65.00%, D: 35.00% | Est. Population: 4096
C: 65.04%, D: 34.96% | Est. Population: 4096
C: 65.00%, D: 35.00% | Est. Population: 4096
C: 64.68%, D: 35.32% | Est. Population: 4096
C: 64.60%, D: 35.40% | Est. Population: 4096
C: 64.60%, D: 35.40% | Est. Population: 4096
C: 65.20%, D: 34.80% | Est. Population: 4096
C: 65.48%, D: 34.52% | Est. Population: 4096
C: 65.28%, D: 34.72% | Est. Population: 4096
C: 65.28%, D: 34.72% | Est. Population: 4096
C: 65.28%, D: 34.72% | Est. Population: 4096
C: 65.96%, D: 34.04% | Est. Population: 4096
C: 65.80%, D: 34.20% | Est. Population: 4096
C: 65.76%, D: 34.24% | Est. Population: 4096
C: 65.76%, D: 34.24% | Est. Population: 4096
C: 65.32%, D: 34.68% | Est. Population: 4096
C: 65.04%, D: 34.96% | Est. Population: 4096
C: 64.76%, D: 35.24% | Est. Population: 4096
C: 65.48%, D: 34.52% | Est. Population: 4096
C: 65.48%, D: 34.52% | Est. Population: 4096
C: 65.20%, D: 34.80% | Est. Population: 4096
C: 65.20%, D: 34.80% | Est. Population: 4096
C: 65.08%, D: 34.92% | Est. Population: 4096
C: 65.08%, D: 34.92% | Est. Population: 4096
C: 65.00%, D: 35.00% | Est. Population: 4096
C: 65.60%, D: 34.40% | Est. Population: 4096
C: 65.36%, D: 34.64% | Est. Population: 4096
C: 65.60%, D: 34.40% | Est. Population: 4096
C: 65.04%, D: 34.96% | Est. Population: 4096
C: 65.24%, D: 34.76% | Est. Population: 4096
C: 65.08%, D: 34.92% | Est. Population: 4096
C: 65.16%, D: 34.84% | Est. Population: 4096
C: 65.08%, D: 34.92% | Est. Population: 4096
C: 65.08%, D: 34.92% | Est. Population: 4096
C: 65.24%, D: 34.76% | Est. Population: 4096
C: 65.32%, D: 34.68% | Est. Population: 4096
C: 65.24%, D: 34.76% | Est. Population: 4096
C: 64.76%, D: 35.24% | Est. Population: 4096
C: 64.48%, D: 35.52% | Est. Population: 4096
C: 64.48%, D: 35.52% | Est. Population: 4096
C: 64.20%, D: 35.80% | Est. Population: 4096
C: 64.20%, D: 35.80% | Est. Population: 4096
C: 64.20%, D: 35.80% | Est. Population: 4096
C: 64.00%, D: 36.00% | Est. Population: 4096
C: 63.88%, D: 36.12% | Est. Population: 4096
C: 63.28%, D: 36.72% | Est. Population: 4096
C: 63.28%, D: 36.72% | Est. Population: 4096
C: 63.28%, D: 36.72% | Est. Population: 4096
C: 63.28%, D: 36.72% | Est. Population: 4096
C: 63.28%, D: 36.72% | Est. Population: 4096
C: 63.32%, D: 36.68% | Est. Population: 4096
C: 63.32%, D: 36.68% | Est. Population: 4096
C: 63.44%, D: 36.56% | Est. Population: 4096
C: 63.44%, D: 36.56% | Est. Population: 4096
C: 63.80%, D: 36.20% | Est. Population: 4096
C: 63.84%, D: 36.16% | Est. Population: 4096
C: 63.64%, D: 36.36% | Est. Population: 4096
C: 63.72%, D: 36.28% | Est. Population: 4096
C: 64.28%, D: 35.72% | Est. Population: 4096
C: 64.12%, D: 35.88% | Est. Population: 4096
C: 63.92%, D: 36.08% | Est. Population: 4096
C: 64.00%, D: 36.00% | Est. Population: 4096
C: 64.28%, D: 35.72% | Est. Population: 4096
C: 64.40%, D: 35.60% | Est. Population: 4096
C: 64.76%, D: 35.24% | Est. Population: 4096
C: 63.84%, D: 36.16% | Est. Population: 4096
C: 64.76%, D: 35.24% | Est. Population: 4096
C: 64.88%, D: 35.12% | Est. Population: 4096
C: 64.40%, D: 35.60% | Est. Population: 4096
C: 64.28%, D: 35.72% | Est. Population: 4096
C: 64.28%, D: 35.72% | Est. Population: 4096
C: 64.60%, D: 35.40% | Est. Population: 4096
C: 64.60%, D: 35.40% | Est. Population: 4096

128 threadCount:
C: 54.04%, D: 45.96% | Est. Population: 2048
C: 54.00%, D: 46.00% | Est. Population: 2048
C: 55.00%, D: 45.00% | Est. Population: 2048
C: 56.56%, D: 43.44% | Est. Population: 2048
C: 56.56%, D: 43.44% | Est. Population: 2048
C: 58.36%, D: 41.64% | Est. Population: 2048
C: 56.56%, D: 43.44% | Est. Population: 2048
C: 59.84%, D: 40.16% | Est. Population: 2048
C: 59.84%, D: 40.16% | Est. Population: 2048
C: 59.84%, D: 40.16% | Est. Population: 2048
C: 60.96%, D: 39.04% | Est. Population: 2048
C: 61.04%, D: 38.96% | Est. Population: 2048
C: 61.76%, D: 38.24% | Est. Population: 2048
C: 61.92%, D: 38.08% | Est. Population: 2048
C: 61.76%, D: 38.24% | Est. Population: 2048
C: 62.00%, D: 38.00% | Est. Population: 2048
C: 62.64%, D: 37.36% | Est. Population: 2048
C: 63.16%, D: 36.84% | Est. Population: 2048
C: 63.16%, D: 36.84% | Est. Population: 2048
C: 63.28%, D: 36.72% | Est. Population: 2048
C: 63.84%, D: 36.16% | Est. Population: 2048
C: 63.84%, D: 36.16% | Est. Population: 2048
C: 63.84%, D: 36.16% | Est. Population: 2048
C: 63.64%, D: 36.36% | Est. Population: 2048
C: 63.68%, D: 36.32% | Est. Population: 2048
C: 63.68%, D: 36.32% | Est. Population: 2048
C: 63.52%, D: 36.48% | Est. Population: 2048
C: 63.72%, D: 36.28% | Est. Population: 2048
C: 64.16%, D: 35.84% | Est. Population: 2048
C: 64.16%, D: 35.84% | Est. Population: 2048
C: 64.04%, D: 35.96% | Est. Population: 2048
C: 64.36%, D: 35.64% | Est. Population: 2048
C: 64.04%, D: 35.96% | Est. Population: 2048
C: 63.76%, D: 36.24% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 64.24%, D: 35.76% | Est. Population: 2048
C: 64.24%, D: 35.76% | Est. Population: 2048
C: 64.24%, D: 35.76% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.88%, D: 35.12% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.48%, D: 35.52% | Est. Population: 2048
C: 64.48%, D: 35.52% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.56%, D: 35.44% | Est. Population: 2048
C: 64.56%, D: 35.44% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.88%, D: 35.12% | Est. Population: 2048
C: 64.88%, D: 35.12% | Est. Population: 2048
C: 64.84%, D: 35.16% | Est. Population: 2048
C: 65.08%, D: 34.92% | Est. Population: 2048
C: 65.08%, D: 34.92% | Est. Population: 2048
C: 65.04%, D: 34.96% | Est. Population: 2048
C: 64.80%, D: 35.20% | Est. Population: 2048
C: 64.80%, D: 35.20% | Est. Population: 2048
C: 65.08%, D: 34.92% | Est. Population: 2048
C: 65.36%, D: 34.64% | Est. Population: 2048
C: 65.36%, D: 34.64% | Est. Population: 2048
C: 65.08%, D: 34.92% | Est. Population: 2048
C: 65.36%, D: 34.64% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 64.96%, D: 35.04% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 64.28%, D: 35.72% | Est. Population: 2048
C: 64.20%, D: 35.80% | Est. Population: 2048
C: 64.56%, D: 35.44% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.60%, D: 34.40% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.36%, D: 34.64% | Est. Population: 2048
C: 65.64%, D: 34.36% | Est. Population: 2048
C: 65.56%, D: 34.44% | Est. Population: 2048
C: 65.36%, D: 34.64% | Est. Population: 2048
C: 65.36%, D: 34.64% | Est. Population: 2048
C: 65.44%, D: 34.56% | Est. Population: 2048
C: 65.36%, D: 34.64% | Est. Population: 2048
C: 65.56%, D: 34.44% | Est. Population: 2048
C: 65.60%, D: 34.40% | Est. Population: 2048
C: 65.72%, D: 34.28% | Est. Population: 2048
C: 65.56%, D: 34.44% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048

Timings results:
1 Threads | 51 ms
2 Threads | 16 ms
4 Threads | 15 ms
8 Threads | 15 ms
16 Threads | 6 ms
32 Threads | 14 ms
64 Threads | 9 ms
128 Threads | 22 ms
